"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","Datum gestartet","Datum letzte Aktivität","Weiterleitungs-URL","Welche der folgenden Kategorien trifft auf dich zu?","Welcher Fakultät gehörst du an?","Welcher Fakultät gehörst du an? [Sonstiges]","Studierst du im Rahmen eines Austauschprogramms an der Hochschule Reutlingen?","Bist du älter als 26 Jahre?","Wie bewertest du deinen Wissensstand zum Deutschlandticket?","Wie bewertest du deinen Wissensstand zum Vollsolidarmodell an Hochschulen?","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 1]","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 2]","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 3]","Wie häufig nutzt du aktuell den Öffentlichen Nahverkehr, um zur Hochschule zu kommen?","Wie häufig nutzt du den Öffentlichen Nahverkehr ansonsten?","Wie viel gibst du aktuell pro Monat für deine Mobilität aus? [Ausgaben in Euro]","Wie weit von der Hochschule entfernt wohnst du circa? [Abstand in Kilometern]","Wie lange brauchst du in der Regel zur Hochschule? [Dauer in Minuten]","Hast du aktuell eines der folgenden Tickets?","Hast du aktuell eines der folgenden Tickets? [Sonstiges]","Wie wichtig ist dir die Klimafreundlichkeit der von dir genutzten Verkehrsmittel?","Wie stehst du zur Einführung des Deutschlandtickets im Vollsolidarmodell an der Hochschule Reutlingen?","Hältst du den genannten Betrag von 29,40€ pro Monat (180€ pro Semester) für angemessen?  Info: Aktuell zahlst du bereits circa 30€ pro Semester als Teilsolidarbeitrag in deinem Semesterbeitrag - unabhängig davon, ob du ein Ticket nutzt! ","Welchen Betrag findest du angemessen? [Betrag pro Semester in Euro]","Wie fair findest du, dass alle den Beitrag zahlen - auch, wenn sie das Ticket nicht nutzen?","Erwartest du, dass das Deutschlandticket im Vollsolidarmodell deine Nutzung des Öffentlichen Nahverkehrs verändern würde?","Welche Alternativen zum Deutschlandticket im Vollsolidarmodell würdest du vorschlagen?","Gesamtzeit","Gruppenzeit: Fragen zur Person","Fragenzeit: G01Q01","Fragenzeit: G01Q02","Fragenzeit: G01Q03","Fragenzeit: G01Q04","Gruppenzeit: Allgemeiner Wissensstand zum Deutschlandticket im Vollsolidarmodel","Fragenzeit: G02Q01","Fragenzeit: G02Q02","Gruppenzeit: Aktuelle Mobilität / Nutzung von Verkehrsmitteln","Fragenzeit: G04Q01","Fragenzeit: G04Q02","Fragenzeit: G04Q03","Fragenzeit: G04Q04","Fragenzeit: G04Q05","Fragenzeit: G04Q06","Fragenzeit: G04Q07","Gruppenzeit: Einstellung zu Klimafreundlichkeit im Verkehr","Fragenzeit: G05Q01","Gruppenzeit: Informierte Stellung zum Deutschlandticket im Vollsolidarmodell an der Hochschule Reutlingen","Fragenzeit: G03Q01","Gruppenzeit: Einstellung zu genannten Konditionen","Fragenzeit: G06Q01","Fragenzeit: G06Q02","Fragenzeit: G06Q03","Gruppenzeit: Auswirkung auf Teilnehmer","Fragenzeit: G07Q01","Gruppenzeit: Alternativen","Fragenzeit: G08Q01"
"199","2024-06-21 12:30:03","8","de","373548505","2024-06-21 12:20:41","2024-06-21 12:30:03","https://l.instagram.com/","Student:in","TEX","","Nein","Nein","Eher gut","Eher gut","Zu Fuß","Bus und Bahn","","Weniger als einmal pro Woche","Mehrmals pro Woche","60","2","15","JugendBW-Ticket","","Eher unwichtig","Eher positiv","Ja",,"Eher fair",,"","564.69","60.47",,,,,"19.95",,,"170.78",,,,,,,,"15.84",,"255.12",,"38.02",,,,,,"4.51",
"200","2024-06-21 18:48:38","8","de","187921778","2024-06-21 12:25:50","2024-06-21 18:48:38",,"Student:in","INF","","Nein","Ja","Eher schlecht","Sehr schlecht","Auto","Bus und Bahn","Fahrgemeinschaft","Einmal pro Woche","Weniger als einmal pro Woche","350","5","15","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher positiv","Nein","100","Sehr unfair","Sehr","","22970.6","7288.97",,,,,"10.14",,,"105.16",,,,,,,,"8.08",,"15488.2",,"50.61",,,,"10.66",,"8.8",
"201","2024-06-21 13:01:17","8","de","649260294","2024-06-21 12:48:27","2024-06-21 13:01:17",,"Student:in","TEC","","Nein","Ja","Sehr Gut","Sehr schlecht","Bus und Bahn","Fahrrad","","Mehrmals pro Woche","Einmal pro Woche","30","10","20","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"","770.47","15.16",,,,,"19.14",,,"345.31",,,,,,,,"155.22",,"71.9",,"110.7",,,,,,"53.04",
"202","2024-06-21 12:54:21","8","de","871564388","2024-06-21 12:50:17","2024-06-21 12:54:21","https://l.instagram.com/","Student:in","ESB","","Nein","Ja","Eher schlecht","Eher schlecht","Auto","Fahrgemeinschaft","Zu Fuß","Nie","Nie","180","25","30","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr ablehnend","Nein","0","Sehr unfair","Gar nicht","Diejenigen, die es wollen, sollen es kaufen können und wenn man es nicht möchte, dann nicht. Sehe es nicht ein dafür Geld zu zahlen, obwohl ich mit dem Auto pendeln muss. ","247","11.67",,,,,"14.03",,,"81.58",,,,,,,,"5.54",,"22.13",,"35.27",,,,"12.57",,"64.21",
"203","2024-06-21 12:52:43","8","de","449426293","2024-06-21 12:51:10","2024-06-21 12:52:43","https://l.instagram.com/","Student:in","TEC","","Nein","Nein","Sehr Gut","Eher schlecht","Bus und Bahn","Fahrrad","Auto","Mehrmals pro Woche","Täglich","100","10","30","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","96.69","8.71",,,,,"9.63",,,"45.79",,,,,,,,"4.59",,"10.09",,"15",,,,,,"2.88",
"204","2024-06-21 13:01:20","8","de","437265833","2024-06-21 12:58:49","2024-06-21 13:01:20",,"Student:in","TEC","","Nein","Nein","Eher gut","Sehr schlecht","Fahrrad","Bus und Bahn","","Weniger als einmal pro Woche","Einmal pro Woche","30","25","45","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","154.12","14.26",,,,,"15.25",,,"62.98",,,,,,,,"6.44",,"33.37",,"16.83",,,,,,"4.99",
"205","2024-06-21 13:08:43","8","de","2016511254","2024-06-21 13:04:38","2024-06-21 13:08:43",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Auto","Fahrrad","Nie","Nie","100","15","15","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Sehr ablehnend","Nein","20","Sehr unfair","Gar nicht","","246.95","11.35",,,,,"19.17",,,"84.54",,,,,,,,"9.01",,"56.22",,"49.5",,,,"10.28",,"6.88",
"206","2024-06-21 13:38:02","8","de","329736582","2024-06-21 13:31:31","2024-06-21 13:38:02",,"Student:in","INF","","Nein","Nein","Sehr Gut","Eher schlecht","Bus und Bahn","Auto","","Täglich","Weniger als einmal pro Woche","260","8","45","Deutschlandticket","","Eher wichtig","Sehr positiv","Nein","0","Eher unfair",,"Deutschland Ticket/Mensa Essen/ Material fürs Studieren 
Kostenlose Wasserspender, damit man nicht das Wasser aus den Leitungen ungefiltert trinkt!!!","394.59","28.85",,,,,"54.57",,,"122.83",,,,,,,,"10.9",,"31.96",,"51.11",,,,,,"94.37",
"207","2024-06-21 19:31:07","8","de","1286519351","2024-06-21 13:52:44","2024-06-21 19:31:07","https://l.instagram.com/","Student:in","LS","","Nein","Nein","Eher schlecht","Sehr schlecht","Bus und Bahn","Fahrrad","Fahrgemeinschaft","Täglich","Mehrmals pro Woche","30","2.3","20","JugendBW-Ticket","","Sehr wichtig","Eher ablehnend","Ja",,"Eher unfair",,"","353.62","14.65",,,,,"16.15",,,"143.37",,,,,,,,"6.75",,"140.18",,"26.15",,,,,,"6.37",
"208",,"4","de","556244328","2024-06-21 14:05:39","2024-06-21 14:07:21","https://l.instagram.com/","Student:in","TEC","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Auto","Zu Fuß","Täglich","Weniger als einmal pro Woche","30","35","90","Deutschlandticket","","Eher unwichtig",,"N/A",,,,,"98.71","10.09",,,,,"16.17",,,"61.15",,,,,,,,"11.3",,,,,,,,,,,
"209","2024-06-21 14:42:30","8","de","730479494","2024-06-21 14:34:24","2024-06-21 14:42:30",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Sehr schlecht","Bus und Bahn","Zu Fuß","","Täglich","Mehrmals pro Woche","110","5","30","Deutschlandticket","","Eher unwichtig","Sehr positiv","Ja",,"Eher fair",,"","488.03","11.78",,,,,"35.68",,,"289.25",,,,,,,,"66.97",,"14.24",,"59.9",,,,,,"10.21",
"210",,"2","de","1807523069","2024-06-21 14:48:01","2024-06-21 14:48:35",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Sehr schlecht",,,,,,,,,,,,,"N/A",,,,,"33.98","14.91",,,,,"19.07",,,,,,,,,,,,,,,,,,,,,,
"211","2024-06-21 15:04:23","8","de","1528290130","2024-06-21 14:57:16","2024-06-21 15:04:23",,"Student:in","INF","","Nein","Ja","Eher schlecht","Eher schlecht","Auto","Fahrgemeinschaft","","Nie","Weniger als einmal pro Woche","150","32","45","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Nein","120","Eher unfair","Gar nicht","Wegen schlechter Verbindung keine Alternatividee","429.85","16.37",,,,,"25.83",,,"143.54",,,,,,,,"8.88",,"110.4",,"82.8",,,,"15.18",,"26.85",
"212","2024-06-21 15:06:37","8","de","87076887","2024-06-21 15:02:20","2024-06-21 15:06:37","https://l.instagram.com/","Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Zu Fuß","Auto","Täglich","Täglich","50","17","45","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher fair",,"","257.96","14.29",,,,,"15.8",,,"161.17",,,,,,,,"4.93",,"33.54",,"25.11",,,,,,"3.12",
"213",,"0","de","2071250482","2024-06-21 15:05:26","2024-06-21 15:05:26",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"214",,"0","de","498897589","2024-06-21 15:09:42","2024-06-21 15:09:45",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"215",,"0","de","1072136384","2024-06-21 15:11:08","2024-06-21 15:11:11",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"216",,"0","de","2145392364","2024-06-21 15:12:49","2024-06-21 15:12:53",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"217",,,"de","12924767","2024-06-21 15:14:28","2024-06-21 15:14:28",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"218",,"0","de","645747942","2024-06-21 15:20:42","2024-06-21 15:20:48",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219",,"0","de","1548126526","2024-06-21 15:22:31","2024-06-21 15:22:42",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220",,,"de","1747410361","2024-06-21 15:22:35","2024-06-21 15:22:35",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221",,,"de","1843161824","2024-06-21 15:23:43","2024-06-21 15:23:43",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"222",,,"de","1387989344","2024-06-21 15:25:02","2024-06-21 15:25:02",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223",,"0","de","97293194","2024-06-21 15:25:28","2024-06-21 15:25:30",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"224","2024-06-21 15:44:27","8","de","715209219","2024-06-21 15:38:41","2024-06-21 15:44:27",,"Student:in","TEC","","Nein","Nein","Eher gut","Eher schlecht","Auto","Bus und Bahn","Fahrrad","Nie","Einmal pro Woche","70","8","25","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Nein","99","Eher unfair","Sehr","","349.32","17.21",,,,,"16.69",,,"191.45",,,,,,,,"10.84",,"18.99",,"74.39",,,,"14.77",,"4.98",
"225","2024-06-21 15:50:13","8","en","766581710","2024-06-21 15:47:21","2024-06-21 15:50:13","https://l.instagram.com/","Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Bus und Bahn","Zu Fuß","Einmal pro Woche","Mehrmals pro Woche","30","1","15","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair",,"","175.15","14.24",,,,,"17.84",,,"77.91",,,,,,,,"7.34",,"27.46",,"25.92",,,,,,"4.44",
"226","2024-06-21 17:11:31","8","de","1471315979","2024-06-21 17:08:11","2024-06-21 17:11:31","https://www.instagram.com/","Student:in","TEC","","Nein","Ja","Sehr schlecht","Sehr schlecht","Auto","","","Weniger als einmal pro Woche","Weniger als einmal pro Woche","315","30","40","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair","Etwas","","202.03","13.36",,,,,"12.19",,,"79.16",,,,,,,,"10.01",,"26.22",,"33.18",,,,"16.61",,"11.3",
"227","2024-06-21 17:19:52","8","de","1038157448","2024-06-21 17:16:42","2024-06-21 17:19:52",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Auto","Bus und Bahn","","Weniger als einmal pro Woche","Mehrmals pro Woche","100","3","12","Deutschlandticket","","Nicht wichtig","Sehr positiv","Ja",,"Eher fair",,"","192.27","15.6",,,,,"15.24",,,"98.14",,,,,,,,"12.18",,"23.31",,"19.01",,,,,,"8.79",
"228","2024-06-21 17:27:19","8","de","234868708","2024-06-21 17:23:09","2024-06-21 17:27:19",,"Student:in","TEX","","Nein","Ja","Eher schlecht","Sehr schlecht","Auto","Fahrgemeinschaft","Bus und Bahn","Nie","Nie","70","10","10","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Nein","0","Sehr unfair","Etwas","Für Schüler, Studenten Nahverkehr umsonst ","252.9","16.67",,,,,"18.77",,,"117.57",,,,,,,,"8.94",,"21.38",,"28.82",,,,"10.16",,"30.59",
"229",,"4","de","1368296507","2024-06-21 17:55:57","2024-06-21 17:58:20",,"Student:in","TEX","","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","","","Nie","Weniger als einmal pro Woche","100","7","8","Naldo Semesterticket","","Eher unwichtig",,"N/A",,,,,"143.9","12.48",,,,,"19.26",,,"102",,,,,,,,"10.16",,,,,,,,,,,
"230","2024-06-21 18:24:09","8","de","114908099","2024-06-21 18:16:25","2024-06-21 18:24:09","https://l.instagram.com/","Student:in","TEC","","Nein","Ja","Eher gut","Eher schlecht","Bus und Bahn","Auto","Fahrrad","Mehrmals pro Woche","Mehrmals pro Woche","65","35","60","Deutschlandticket","","Eher wichtig","Eher ablehnend","Ja",,"Eher unfair",,"","466.12","20.08",,,,,"35.26",,,"169.79",,,,,,,,"17.06",,"99.21",,"119.87",,,,,,"4.85",
"231",,"2","de","664597148","2024-06-21 19:08:43","2024-06-21 19:09:16",,"Student:in","INF","","Nein","Nein","Eher gut","Eher schlecht",,,,,,,,,,,,,"N/A",,,,,"32.29","17.22",,,,,"15.07",,,,,,,,,,,,,,,,,,,,,,
"232","2024-06-21 19:49:59","8","de","1804445312","2024-06-21 19:47:39","2024-06-21 19:49:59",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","","","Täglich","Mehrmals pro Woche","35","70","120","Deutschlandticket","","Sehr wichtig","Eher positiv","Ja",,"Eher unfair",,"","141.67","10.82",,,,,"13.34",,,"60.22",,,,,,,,"7.19",,"31.44",,"16.07",,,,,,"2.59",
"233","2024-06-21 23:27:43","8","de","1556513402","2024-06-21 23:25:44","2024-06-21 23:27:43",,"Student:in","INF","","Nein","Nein","Sehr Gut","Eher gut","Fahrrad","Bus und Bahn","Zu Fuß","Mehrmals pro Woche","Mehrmals pro Woche","40","5","15","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher fair",,"","120.67","11.55",,,,,"9.98",,,"53.93",,,,,,,,"4.41",,"20.33",,"16.08",,,,,,"4.39",
"234",,"0","de","1499251892","2024-06-21 23:52:18","2024-06-21 23:52:18",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235","2024-06-22 11:45:06","8","de","1148560391","2024-06-22 11:35:58","2024-06-22 11:45:05","android-app://com.google.android.googlequicksearchbox/","Student:in","INF","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","Auto","","Nie","Weniger als einmal pro Woche","80","3","15","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher positiv","Ja",,"Eher fair","Sehr","Das Vollsolidarmodell finde ich sehr interessant, wenn es monatlich bestellt und bezahlt werden kann. Das D-Ticket Jungend BW ist uninteressant da man es gleich für das gesamte Semester kaufen muss.","551.65","24.91",,,,,"30.69",,,"154.81",,,,,,,,"9.92",,"103.71",,"35.65",,,,"12.97",,"178.99",
"236","2024-06-22 12:04:00","8","de","2132685","2024-06-22 12:01:02","2024-06-22 12:04:00",,"Student:in","TEX","","Nein","Nein","Eher gut","Eher schlecht","Auto","Bus und Bahn","","Weniger als einmal pro Woche","Weniger als einmal pro Woche","200","12","25","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair","Sehr","","182.08","14.87",,,,,"25.36",,,"76.49",,,,,,,,"7.73",,"21.32",,"19.38",,,,"10.71",,"6.22",
"237",,"4","de","607826203","2024-06-22 12:08:23","2024-06-22 12:10:47",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","","","Nie","Einmal pro Woche","225","50","45","Ich habe kein vergleichbares Ticket","","Eher unwichtig",,"N/A",,,,,"143.65","31.56",,,,,"15.83",,,"86",,,,,,,,"10.26",,,,,,,,,,,
"238","2024-06-22 12:28:13","8","de","1974064286","2024-06-22 12:23:27","2024-06-22 12:28:13","https://hsrtdeutschlandticket.limesurvey.net/","Student:in","INF","","Nein","Nein","Sehr Gut","Sehr gut","Bus und Bahn","Fahrgemeinschaft","","Mehrmals pro Woche","Mehrmals pro Woche","20","15","25","JugendBW-Ticket","","Eher wichtig","Eher positiv","Nein","20","Eher fair",,"Kostenloser ÖPNV für Studierende, Auszubildende und Schüler","287.89","47.06",,,,,"18.36",,,"98.06",,,,,,,,"14.39",,"54.76",,"24.13",,,,,,"31.13",
"239",,"1","de","534471000","2024-06-22 13:45:09","2024-06-22 13:45:23",,"Student:in","ESB","","Nein","Nein",,,,,,,,,,,,,,,"N/A",,,,,"14.18","14.18",,,,,,,,,,,,,,,,,,,,,,,,,,,
"240",,"5","de","1735393939","2024-06-22 14:26:18","2024-06-22 14:28:54",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Eher schlecht","Fahrrad","Fahrgemeinschaft","Bus und Bahn","Mehrmals pro Woche","Mehrmals pro Woche","145","8","20","Deutschlandticket","","Nicht wichtig","Sehr positiv","N/A",,,,,"157.11","8.14",,,,,"7.74",,,"120.06",,,,,,,,"10.45",,"10.72",,,,,,,,,
"241","2024-06-22 15:49:42","8","de","1808761183","2024-06-22 15:29:45","2024-06-22 15:49:42",,"Student:in","INF","","Nein","Ja","Sehr Gut","Eher gut","Bus und Bahn","Auto","Fahrgemeinschaft","Mehrmals pro Woche","Mehrmals pro Woche","100","40","120","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"Kann es eine Förderung für Deutschlandticketnutzer geben? 
Also von der Hochschule aus? ","1200.11","30.62",,,,,"679.46",,,"205.61",,,,,,,,"14.51",,"34.46",,"48.27",,,,,,"187.18",
"242","2024-06-22 16:44:03","8","de","994600866","2024-06-22 16:40:23","2024-06-22 16:44:03",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Sehr schlecht","Auto","Zu Fuß","Bus und Bahn","Einmal pro Woche","Nie","195","49","60","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Sehr ablehnend","Nein","0","Sehr unfair","Etwas","Bafög Geld ","222.8","18.47",,,,,"14.9",,,"85.33",,,,,,,,"11.1",,"41.69",,"25.43",,,,"11.24",,"14.64",
"243","2024-06-22 16:56:33","8","de","174247485","2024-06-22 16:51:21","2024-06-22 16:56:33",,"Student:in","LS","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","Bus und Bahn","Fahrgemeinschaft","Nie","Täglich","185","30","10","Deutschlandticket","","Eher wichtig","Eher positiv","Nein","0","Sehr unfair",,"","314.83","14",,,,,"14.4",,,"96.74",,,,,,,,"7.81",,"48.67",,"95.98",,,,,,"37.23",
"244",,"4","de","1979770328","2024-06-23 09:54:42","2024-06-23 10:07:18",,"Student:in","INF","","Nein","Ja","Eher gut","Sehr schlecht","Bus und Bahn","Zu Fuß","","Täglich","Täglich","50","80","120","Deutschlandticket","","Eher wichtig",,"N/A",,,,,"757.47","61.32",,,,,"42",,,"626.19",,,,,,,,"27.96",,,,,,,,,,,
"245",,"0","de","1973864858","2024-06-23 11:57:25","2024-06-23 11:57:25",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"246",,"6","de","1024461690","2024-06-23 11:57:28","2024-06-23 12:01:29",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","Auto","","Nie","Weniger als einmal pro Woche","275","1","8","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Ja",,"Sehr unfair",,,"243.23","49.79",,,,,"19.26",,,"69.56",,,,,,,,"8.13",,"35.6",,"60.89",,,,,,,
"247","2024-06-23 12:22:01","8","de","1740513313","2024-06-23 11:58:23","2024-06-23 12:22:01",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","","","Täglich","Mehrmals pro Woche","25","10","60","Naldo Semesterticket","","Nicht wichtig","Sehr positiv","Ja",,"Sehr unfair",,"Zwei Alternativen vorschlagen, entweder reduzierte Semestergebühren und keine Vorteile genießen oder Erweiterte Semestergebühren und deutschlandweit reisen können.","1367.9","31.88",,,,,"41.9",,,"185.74",,,,,,,,"18.39",,"134.34",,"326.78",,,,,,"628.87",
"248","2024-06-23 12:03:05","8","de","1529878956","2024-06-23 11:58:43","2024-06-23 12:03:05",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Fahrrad","","","Nie","Weniger als einmal pro Woche","60","3","10","Naldo Semesterticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"","265.23","16.53",,,,,"16.8",,,"124.52",,,,,,,,"11.54",,"13.45",,"40.72",,,,,,"41.67",
"249","2024-06-23 12:01:37","8","de","404335073","2024-06-23 11:58:47","2024-06-23 12:01:37",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Eher schlecht","Auto","","","Nie","Weniger als einmal pro Woche","275","33","35","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Ja",,"Sehr unfair","Gar nicht","","172.79","14.55",,,,,"24.17",,,"61.94",,,,,,,,"9.63",,"23.55",,"21.23",,,,"11.66",,"6.06",
"250","2024-06-23 12:02:01","8","de","1344261786","2024-06-23 11:58:59","2024-06-23 12:02:01",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","","","Nie","Weniger als einmal pro Woche","320","22","25","Naldo Semesterticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair",,"","185.27","17.7",,,,,"19.06",,,"74.56",,,,,,,,"12.93",,"28.04",,"26.88",,,,,,"6.1",
"251",,"2","de","653963625","2024-06-23 11:59:30","2024-06-23 11:59:52",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht",,,,,,,,,,,,,"N/A",,,,,"22.61","10.34",,,,,"12.27",,,,,,,,,,,,,,,,,,,,,,
"252",,"5","de","1425504506","2024-06-23 11:59:55","2024-06-23 12:03:12",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Auto","","","Weniger als einmal pro Woche","Weniger als einmal pro Woche","200","100","10","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","N/A",,,,,"198.67","11.83",,,,,"19.49",,,"122.08",,,,,,,,"7.21",,"38.06",,,,,,,,,
"253","2024-06-23 12:04:29","8","de","1744267538","2024-06-23 12:00:23","2024-06-23 12:04:29",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Fahrgemeinschaft","","Weniger als einmal pro Woche","Weniger als einmal pro Woche","180","35","60","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Nein","80","Sehr unfair","Etwas","","250.41","17.63",,,,,"23.1",,,"74",,,,,,,,"21.92",,"15.66",,"79.72",,,,"12.77",,"5.61",
"254","2024-06-23 12:04:42","8","de","1275265116","2024-06-23 12:00:38","2024-06-23 12:04:42",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Eher schlecht","Zu Fuß","Fahrrad","Bus und Bahn","Nie","Einmal pro Woche","0","2","10","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher positiv","Ja",,"Eher unfair","Etwas","","246.02","18.3",,,,,"16.97",,,"100.66",,,,,,,,"7.71",,"58.46",,"30.5",,,,"11.08",,"2.34",
"255","2024-06-23 12:10:19","8","de","2011816477","2024-06-23 12:04:43","2024-06-23 12:10:19",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Bus und Bahn","","Einmal pro Woche","Mehrmals pro Woche","200","40","45","Deutschlandticket","","Eher unwichtig","Eher positiv","Ja",,"Eher unfair",,"","339.26","18.57",,,,,"18.27",,,"105.35",,,,,,,,"7.4",,"111.56",,"70.12",,,,,,"7.99",
"256","2024-06-23 12:08:43","8","de","1030916603","2024-06-23 12:05:14","2024-06-23 12:08:43",,"Student:in","Sonstiges","ESB","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","","","Nie","Nie","145","2","2","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Sehr positiv","Nein","50","Sehr unfair","Sehr","","210.83","20.15",,,,,"20.93",,,"91.07",,,,,,,,"5.35",,"9.49",,"51.3",,,,"9.42",,"3.12",
"257","2024-06-23 12:09:07","8","de","468421062","2024-06-23 12:05:26","2024-06-23 12:09:07",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Eher schlecht","Bus und Bahn","","","Mehrmals pro Woche","Mehrmals pro Woche","100","10","30","Deutschlandticket","","Eher unwichtig","Sehr positiv","Nein","150","Sehr fair",,"","223.22","11.38",,,,,"12.4",,,"61.88",,,,,,,,"33.24",,"46.17",,"49.05",,,,,,"9.1",
"258","2024-06-23 12:08:52","8","de","1040000453","2024-06-23 12:06:24","2024-06-23 12:08:52",,"Student:in","ESB","","Nein","Ja","Eher schlecht","Sehr schlecht","Auto","Zu Fuß","","Nie","Nie","200","10","8","Ich habe kein vergleichbares Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair","Etwas","","152.61","10.49",,,,,"11.22",,,"56.65",,,,,,,,"7.36",,"34.82",,"14.81",,,,"8.89",,"8.37",
